id,state,district,village,asset_type,asset_name,asset_holder_name,area_ha,ndvi,ndwi,confidence_score,gps_lat,gps_lon,status,last_survey_date,notes,Jal_Jeevan_Mission,MGNREGA,DAJGUA
1345,Tripura,Dharmanagar,Pahadi,tank,Pahadi Jal Jeevan Mission Tank 1105,Anita Behera,4.77,0.542,0.144,0.82,19.112661,84.116591,good,2024-07-31,part of Jal Jeevan Mission initiative,yes,no,no
1346,Madhya Pradesh,Satna,Kamlapur,tank,Kamlapur Jal Jeevan Mission Tank 1106,Saurabh Das,2.21,0.72,0.276,0.97,17.780147,86.056355,active,2024-04-04,part of Jal Jeevan Mission initiative,yes,no,no
1347,Telangana,Nizamabad,Sukhi,checkdam,Sukhi MGNREGA Checkdam 1107,Sita Sharma,2.79,0.496,0.524,0.89,22.465808,87.425913,good,2025-05-05,part of MGNREGA initiative,no,yes,no
1348,Tripura,Kailashahar,Kamlapur,pipeline,Kamlapur DAJGUA Pipeline 1108,Rohit Sharma,1.44,0.804,0.304,0.83,25.577835,85.20468,active,2024-09-04,part of DAJGUA initiative,no,no,yes
1349,Telangana,Warangal,Sukhi,checkdam,Sukhi MGNREGA Checkdam 1109,Ramesh Patel,4.85,0.32,0.112,0.93,22.076711,82.445618,active,2025-06-20,part of MGNREGA initiative,no,yes,no
1350,Tripura,Dharmanagar,Dharampur,checkdam,Dharampur DAJGUA Checkdam 1110,Sunita Naidu,0.61,0.266,0.478,0.71,23.054564,78.613522,under construction,2024-01-13,part of DAJGUA initiative,no,no,yes
1351,Madhya Pradesh,Ujjain,Gandhinagar,checkdam,Gandhinagar Jal Jeevan Mission Checkdam 1111,Meera Verma,1.84,0.567,0.485,0.71,20.059503,82.219502,good,2024-03-18,part of Jal Jeevan Mission initiative,yes,no,no
1352,Odisha,Sambalpur,Bela,well,Bela Jal Jeevan Mission Well 1112,Ajay Singh,1.52,0.496,0.224,0.86,21.036944,81.643358,under construction,2025-06-25,part of Jal Jeevan Mission initiative,yes,no,no
1353,Madhya Pradesh,Satna,Pahadi,farm,Pahadi Jal Jeevan Mission Farm 1113,Ajay Das,4.67,0.775,0.368,0.8,21.158047,79.218848,seasonal,2025-02-06,part of Jal Jeevan Mission initiative,yes,no,no
1354,Odisha,Balasore,Sukhi,well,Sukhi MGNREGA Well 1114,Mohan Das,1.03,0.877,0.715,0.94,26.936316,86.600564,good,2024-11-26,part of MGNREGA initiative,no,yes,no
1355,Odisha,Bhubaneswar,Sukhi,tank,Sukhi DAJGUA Tank 1115,Mohan Sharma,2.08,0.088,0.787,0.76,17.501973,81.833004,good,2025-05-15,part of DAJGUA initiative,no,no,yes
1356,Madhya Pradesh,Rewa,Sukhi,pond,Sukhi MGNREGA Pond 1116,Sita Sharma,1.95,0.746,0.523,0.82,22.064599,87.246406,seasonal,2024-08-15,part of MGNREGA initiative,no,yes,no
1357,Telangana,Hyderabad,Kalyanpur,well,Kalyanpur Jal Jeevan Mission Well 1117,Rajesh Behera,1.39,0.057,0.24,0.86,18.219194,87.394406,good,2024-02-18,part of Jal Jeevan Mission initiative,yes,no,no
1358,Tripura,Dharmanagar,Dharampur,forest,Dharampur DAJGUA Forest 1118,Anita Verma,3.2,0.772,0.21,0.79,19.516749,84.097782,active,2024-01-07,part of DAJGUA initiative,no,no,yes
1359,Tripura,Agartala,Kalyanpur,pond,Kalyanpur MGNREGA Pond 1119,Lalita Mishra,1.65,0.139,0.273,0.85,19.638304,81.673899,seasonal,2024-09-16,part of MGNREGA initiative,no,yes,no
1360,Odisha,Balasore,Rampur,pond,Rampur DAJGUA Pond 1120,Rajesh Yadav,3.09,0.853,0.205,0.97,19.216887,84.790872,under construction,2024-01-27,part of DAJGUA initiative,no,no,yes
1361,Odisha,Bhubaneswar,Sukhi,checkdam,Sukhi DAJGUA Checkdam 1121,Saurabh Reddy,4.98,0.247,0.399,0.94,26.101744,79.194759,seasonal,2024-07-23,part of DAJGUA initiative,no,no,yes
1362,Tripura,Agartala,Sukhi,forest,Sukhi Jal Jeevan Mission Forest 1122,Meera Das,1.92,0.744,0.249,0.87,17.220089,85.098394,seasonal,2024-05-30,part of Jal Jeevan Mission initiative,yes,no,no
1363,Telangana,Karimnagar,Chandpur,pond,Chandpur DAJGUA Pond 1123,Ramesh Patel,3.98,0.758,0.021,0.84,26.085154,78.685724,seasonal,2025-01-15,part of DAJGUA initiative,no,no,yes
1364,Madhya Pradesh,Ujjain,Bela,farm,Bela DAJGUA Farm 1124,Arun Mishra,3.85,0.729,0.106,0.88,17.070902,79.314218,seasonal,2024-08-25,part of DAJGUA initiative,no,no,yes
1365,Tripura,Udaipur,Pahadi,forest,Pahadi MGNREGA Forest 1125,Vikram Singh,3.51,0.23,0.309,0.82,25.320641,84.577486,under construction,2025-06-03,part of MGNREGA initiative,no,yes,no
1366,Tripura,Agartala,Kalyanpur,well,Kalyanpur Jal Jeevan Mission Well 1126,Anita Sharma,3.49,0.744,0.057,0.93,21.601163,82.701997,active,2025-03-05,part of Jal Jeevan Mission initiative,yes,no,no
1367,Madhya Pradesh,Bhopal,Gandhinagar,checkdam,Gandhinagar Jal Jeevan Mission Checkdam 1127,Arun Reddy,4.2,0.673,0.723,0.81,19.336723,79.413779,active,2024-09-29,part of Jal Jeevan Mission initiative,yes,no,no
1368,Tripura,Kailashahar,Sukhi,forest,Sukhi MGNREGA Forest 1128,Saurabh Reddy,2.2,0.31,0.382,0.92,26.627308,78.457222,under construction,2024-02-08,part of MGNREGA initiative,no,yes,no
1369,Telangana,Nizamabad,Bela,checkdam,Bela Jal Jeevan Mission Checkdam 1129,Manoj Verma,4.85,0.217,0.45,0.74,26.803913,80.142428,seasonal,2025-03-30,part of Jal Jeevan Mission initiative,yes,no,no
1370,Odisha,Cuttack,Gandhinagar,farm,Gandhinagar Jal Jeevan Mission Farm 1130,Meera Naidu,2.22,0.356,0.659,0.85,17.110973,81.763161,good,2025-02-05,part of Jal Jeevan Mission initiative,yes,no,no
1371,Telangana,Nizamabad,Kamlapur,pipeline,Kamlapur MGNREGA Pipeline 1131,Pooja Patel,2.65,0.259,0.04,0.94,20.265049,85.430661,active,2025-04-29,part of MGNREGA initiative,no,yes,no
1372,Madhya Pradesh,Satna,Pahadi,tank,Pahadi MGNREGA Tank 1132,Rohit Das,0.49,0.191,0.689,0.83,18.686223,83.877976,active,2024-05-13,part of MGNREGA initiative,no,yes,no
1373,Tripura,Dharmanagar,Chandpur,tank,Chandpur DAJGUA Tank 1133,Rajesh Rao,4.03,0.151,0.16,0.98,19.809259,85.350374,active,2024-08-26,part of DAJGUA initiative,no,no,yes
1374,Madhya Pradesh,Rewa,Dharampur,checkdam,Dharampur DAJGUA Checkdam 1134,Ramesh Singh,3.88,0.553,0.583,0.81,22.701861,79.558777,seasonal,2024-03-28,part of DAJGUA initiative,no,no,yes
1375,Telangana,Warangal,Gandhinagar,pond,Gandhinagar Jal Jeevan Mission Pond 1135,Geeta Rao,0.67,0.769,0.745,0.87,22.79756,79.502338,seasonal,2025-03-04,part of Jal Jeevan Mission initiative,yes,no,no
1376,Odisha,Sambalpur,Dharampur,tank,Dharampur MGNREGA Tank 1136,Arun Naidu,2.38,0.823,0.566,0.94,21.696754,81.970907,under construction,2024-08-05,part of MGNREGA initiative,no,yes,no
1377,Telangana,Nizamabad,Bela,well,Bela Jal Jeevan Mission Well 1137,Sunita Patel,2.89,0.51,0.197,0.79,17.447289,84.483739,active,2024-12-17,part of Jal Jeevan Mission initiative,yes,no,no
1378,Madhya Pradesh,Ujjain,Kamlapur,farm,Kamlapur DAJGUA Farm 1138,Ramesh Patel,0.75,0.696,0.432,0.75,25.661936,81.911826,active,2024-09-22,part of DAJGUA initiative,no,no,yes
1379,Tripura,Udaipur,Chandpur,checkdam,Chandpur Jal Jeevan Mission Checkdam 1139,Lalita Reddy,1.36,0.349,0.17,0.87,22.924344,87.177784,good,2024-04-07,part of Jal Jeevan Mission initiative,yes,no,no
1380,Odisha,Bhubaneswar,Rampur,forest,Rampur MGNREGA Forest 1140,Pooja Behera,3.22,0.382,0.701,0.93,22.784706,80.543434,good,2024-08-12,part of MGNREGA initiative,no,yes,no
1381,Tripura,Udaipur,Sukhi,checkdam,Sukhi Jal Jeevan Mission Checkdam 1141,Kiran Rao,2.31,0.474,0.372,0.95,23.549678,83.479536,active,2025-07-15,part of Jal Jeevan Mission initiative,yes,no,no
1382,Telangana,Karimnagar,Bela,pond,Bela DAJGUA Pond 1142,Pooja Verma,1.79,0.777,0.058,0.72,20.007225,81.17651,under construction,2024-06-01,part of DAJGUA initiative,no,no,yes
1383,Tripura,Kailashahar,Chandpur,tank,Chandpur MGNREGA Tank 1143,Ajay Verma,2.09,0.413,0.112,0.74,18.084398,83.919252,active,2025-04-04,part of MGNREGA initiative,no,yes,no
1384,Odisha,Rourkela,Gandhinagar,checkdam,Gandhinagar MGNREGA Checkdam 1144,Savita Singh,3.31,0.188,0.516,0.88,23.631733,78.675999,good,2025-01-20,part of MGNREGA initiative,no,yes,no
1385,Odisha,Bhubaneswar,Kalyanpur,forest,Kalyanpur DAJGUA Forest 1145,Ramesh Reddy,4.92,0.513,0.397,0.7,18.998887,83.858447,under construction,2025-02-20,part of DAJGUA initiative,no,no,yes
1386,Odisha,Balasore,Gandhinagar,forest,Gandhinagar Jal Jeevan Mission Forest 1146,Deepak Rao,4.42,0.773,0.599,0.95,24.311428,80.853886,active,2025-06-24,part of Jal Jeevan Mission initiative,yes,no,no
1387,Odisha,Bhubaneswar,Kalyanpur,forest,Kalyanpur Jal Jeevan Mission Forest 1147,Deepak Reddy,2.72,0.687,0.787,0.93,17.487088,83.34394,seasonal,2024-12-01,part of Jal Jeevan Mission initiative,yes,no,no
1388,Madhya Pradesh,Satna,Pahadi,checkdam,Pahadi DAJGUA Checkdam 1148,Sunita Yadav,2.6,0.528,0.406,0.92,26.975777,79.406371,good,2024-08-26,part of DAJGUA initiative,no,no,yes
1389,Odisha,Rourkela,Rampur,tank,Rampur MGNREGA Tank 1149,Savita Verma,4.03,0.095,0.006,0.82,20.466392,80.503319,seasonal,2024-11-23,part of MGNREGA initiative,no,yes,no
1390,Madhya Pradesh,Jabalpur,Gandhinagar,pipeline,Gandhinagar Jal Jeevan Mission Pipeline 1150,Sita Singh,0.86,0.678,0.352,0.91,24.003123,81.165932,seasonal,2024-10-07,part of Jal Jeevan Mission initiative,yes,no,no
1391,Telangana,Warangal,Pahadi,pond,Pahadi Jal Jeevan Mission Pond 1151,Deepak Rao,4.75,0.399,0.501,0.71,24.638185,82.081144,under construction,2024-11-25,part of Jal Jeevan Mission initiative,yes,no,no
1392,Tripura,Udaipur,Chandpur,tank,Chandpur DAJGUA Tank 1152,Ajay Sharma,1.68,0.38,0.603,0.72,24.200663,81.356475,good,2024-08-27,part of DAJGUA initiative,no,no,yes
1393,Tripura,Agartala,Chandpur,farm,Chandpur MGNREGA Farm 1153,Manoj Mishra,1.63,0.469,0.309,0.88,22.279162,82.143851,under construction,2024-03-16,part of MGNREGA initiative,no,yes,no
1394,Telangana,Hyderabad,Bela,forest,Bela Jal Jeevan Mission Forest 1154,Savita Das,0.34,0.494,0.126,0.74,24.49588,80.178247,good,2025-03-16,part of Jal Jeevan Mission initiative,yes,no,no
1395,Odisha,Cuttack,Rampur,tank,Rampur MGNREGA Tank 1155,Ajay Behera,4.79,0.083,0.375,0.8,22.884772,78.774064,under construction,2024-03-17,part of MGNREGA initiative,no,yes,no
1396,Odisha,Bhubaneswar,Kamlapur,pipeline,Kamlapur MGNREGA Pipeline 1156,Meera Yadav,1.57,0.254,0.298,0.93,22.353545,86.280261,under construction,2025-02-28,part of MGNREGA initiative,no,yes,no
1397,Madhya Pradesh,Bhopal,Sukhi,pipeline,Sukhi MGNREGA Pipeline 1157,Vikram Singh,2.4,0.338,0.407,0.94,21.807325,81.304224,under construction,2025-05-28,part of MGNREGA initiative,no,yes,no
1398,Odisha,Balasore,Dharampur,tank,Dharampur MGNREGA Tank 1158,Saurabh Yadav,3.72,0.231,0.388,0.93,26.548763,87.670855,seasonal,2024-01-22,part of MGNREGA initiative,no,yes,no
1399,Tripura,Kailashahar,Gandhinagar,checkdam,Gandhinagar Jal Jeevan Mission Checkdam 1159,Ramesh Singh,1.12,0.229,0.073,0.85,26.400782,81.552984,seasonal,2024-10-20,part of Jal Jeevan Mission initiative,yes,no,no
1400,Telangana,Karimnagar,Kamlapur,pond,Kamlapur Jal Jeevan Mission Pond 1160,Deepak Rao,4.21,0.214,0.195,0.83,21.971105,81.261396,seasonal,2024-08-31,part of Jal Jeevan Mission initiative,yes,no,no
1401,Odisha,Sambalpur,Gandhinagar,forest,Gandhinagar MGNREGA Forest 1161,Rohit Naidu,2.78,0.805,0.65,0.95,23.671823,87.548249,good,2025-03-01,part of MGNREGA initiative,no,yes,no
1402,Tripura,Dharmanagar,Chandpur,farm,Chandpur DAJGUA Farm 1162,Arun Reddy,3.2,0.342,0.458,0.89,22.191407,78.915359,seasonal,2025-01-21,part of DAJGUA initiative,no,no,yes
1403,Odisha,Rourkela,Sukhi,forest,Sukhi DAJGUA Forest 1163,Savita Yadav,4.5,0.413,0.677,0.88,18.423659,78.203053,seasonal,2024-02-18,part of DAJGUA initiative,no,no,yes
1404,Tripura,Dharmanagar,Chandpur,checkdam,Chandpur DAJGUA Checkdam 1164,Geeta Rao,3.72,0.767,0.382,0.89,19.585398,78.628239,good,2024-10-23,part of DAJGUA initiative,no,no,yes
1405,Telangana,Warangal,Rampur,pond,Rampur DAJGUA Pond 1165,Saurabh Mishra,4.52,0.276,0.493,0.95,24.910837,83.144376,good,2024-04-10,part of DAJGUA initiative,no,no,yes
1406,Tripura,Agartala,Kalyanpur,checkdam,Kalyanpur MGNREGA Checkdam 1166,Sita Rao,1.06,0.311,0.37,0.79,19.67104,81.690788,good,2024-03-06,part of MGNREGA initiative,no,yes,no
1407,Telangana,Hyderabad,Bela,tank,Bela MGNREGA Tank 1167,Kiran Rao,3.67,0.663,0.434,0.77,26.81748,78.666796,active,2024-11-08,part of MGNREGA initiative,no,yes,no
1408,Odisha,Balasore,Sukhi,forest,Sukhi MGNREGA Forest 1168,Lalita Tiwari,2.21,0.35,0.235,0.82,19.496141,81.607207,active,2024-10-08,part of MGNREGA initiative,no,yes,no
1409,Madhya Pradesh,Rewa,Kalyanpur,checkdam,Kalyanpur DAJGUA Checkdam 1169,Manoj Patel,2.64,0.355,0.681,0.96,18.353701,87.797866,active,2025-08-12,part of DAJGUA initiative,no,no,yes
1410,Telangana,Hyderabad,Rampur,pond,Rampur Jal Jeevan Mission Pond 1170,Vikram Verma,3.23,0.075,0.519,0.79,19.946056,81.395494,under construction,2024-10-25,part of Jal Jeevan Mission initiative,yes,no,no
1411,Odisha,Sambalpur,Kamlapur,tank,Kamlapur MGNREGA Tank 1171,Arun Das,4.98,0.424,0.387,0.83,26.50639,80.930356,under construction,2024-04-17,part of MGNREGA initiative,no,yes,no
1412,Telangana,Warangal,Sukhi,farm,Sukhi Jal Jeevan Mission Farm 1172,Pooja Naidu,4.38,0.507,0.617,0.73,26.847225,81.580242,seasonal,2025-04-29,part of Jal Jeevan Mission initiative,yes,no,no
1413,Telangana,Warangal,Dharampur,pond,Dharampur Jal Jeevan Mission Pond 1173,Mohan Das,3.98,0.281,0.042,0.91,20.525008,83.902915,good,2025-04-14,part of Jal Jeevan Mission initiative,yes,no,no
1414,Tripura,Agartala,Gandhinagar,tank,Gandhinagar DAJGUA Tank 1174,Rajesh Rao,2.09,0.213,0.639,0.74,22.387376,87.955676,under construction,2024-03-28,part of DAJGUA initiative,no,no,yes
1415,Telangana,Hyderabad,Chandpur,checkdam,Chandpur MGNREGA Checkdam 1175,Rohit Sharma,1.64,0.581,0.318,0.81,20.254705,83.436373,under construction,2024-08-18,part of MGNREGA initiative,no,yes,no
1416,Madhya Pradesh,Rewa,Kamlapur,tank,Kamlapur DAJGUA Tank 1176,Savita Behera,4.91,0.586,0.018,0.83,23.362104,86.442418,seasonal,2024-08-22,part of DAJGUA initiative,no,no,yes
1417,Telangana,Nizamabad,Kalyanpur,forest,Kalyanpur MGNREGA Forest 1177,Neha Reddy,1.45,0.28,0.351,0.74,21.994029,80.400255,seasonal,2024-08-23,part of MGNREGA initiative,no,yes,no
1418,Tripura,Udaipur,Dharampur,tank,Dharampur DAJGUA Tank 1178,Sita Patel,2.77,0.732,0.638,0.8,24.867401,81.03786,seasonal,2025-01-05,part of DAJGUA initiative,no,no,yes
1419,Odisha,Cuttack,Bela,tank,Bela MGNREGA Tank 1179,Saurabh Mishra,4.57,0.217,0.754,0.8,23.871952,85.578191,active,2024-12-12,part of MGNREGA initiative,no,yes,no
1420,Tripura,Kailashahar,Gandhinagar,tank,Gandhinagar DAJGUA Tank 1180,Kiran Mishra,4.25,0.465,0.503,0.74,20.155771,80.232546,good,2024-04-12,part of DAJGUA initiative,no,no,yes
1421,Madhya Pradesh,Satna,Gandhinagar,farm,Gandhinagar DAJGUA Farm 1181,Manoj Patel,4.77,0.858,0.663,0.84,19.592155,83.059867,good,2025-02-13,part of DAJGUA initiative,no,no,yes
1422,Odisha,Bhubaneswar,Bela,tank,Bela Jal Jeevan Mission Tank 1182,Savita Naidu,3.47,0.501,0.182,0.88,18.29964,81.028383,active,2024-04-23,part of Jal Jeevan Mission initiative,yes,no,no
1423,Madhya Pradesh,Jabalpur,Rampur,forest,Rampur MGNREGA Forest 1183,Geeta Sharma,1.44,0.517,0.035,0.78,25.148105,81.70523,under construction,2024-09-22,part of MGNREGA initiative,no,yes,no
1424,Madhya Pradesh,Ujjain,Chandpur,farm,Chandpur Jal Jeevan Mission Farm 1184,Vikram Mishra,4.09,0.89,0.057,0.7,20.945339,83.415236,seasonal,2024-02-21,part of Jal Jeevan Mission initiative,yes,no,no
1425,Telangana,Nizamabad,Kamlapur,forest,Kamlapur Jal Jeevan Mission Forest 1185,Lalita Reddy,4.85,0.351,0.484,0.93,18.124153,80.495374,under construction,2025-04-14,part of Jal Jeevan Mission initiative,yes,no,no
1426,Odisha,Cuttack,Rampur,well,Rampur DAJGUA Well 1186,Meera Tiwari,1.22,0.542,0.239,0.98,20.850317,82.471746,good,2025-08-04,part of DAJGUA initiative,no,no,yes
1427,Madhya Pradesh,Bhopal,Sukhi,pond,Sukhi DAJGUA Pond 1187,Vikram Verma,4.07,0.39,0.68,0.91,23.154107,81.653886,good,2024-04-18,part of DAJGUA initiative,no,no,yes
1428,Madhya Pradesh,Satna,Pahadi,well,Pahadi MGNREGA Well 1188,Rohit Verma,2.33,0.496,0.645,0.78,25.346754,87.208185,good,2024-08-19,part of MGNREGA initiative,no,yes,no
1429,Telangana,Karimnagar,Dharampur,forest,Dharampur DAJGUA Forest 1189,Manoj Verma,1.45,0.1,0.205,0.91,25.866132,81.894989,seasonal,2024-08-29,part of DAJGUA initiative,no,no,yes
1430,Madhya Pradesh,Bhopal,Sukhi,well,Sukhi Jal Jeevan Mission Well 1190,Pooja Reddy,2.24,0.616,0.259,0.86,24.085623,81.640383,active,2024-09-06,part of Jal Jeevan Mission initiative,yes,no,no
1431,Telangana,Karimnagar,Kamlapur,tank,Kamlapur MGNREGA Tank 1191,Mohan Singh,2.09,0.087,0.322,0.95,18.225499,83.100423,under construction,2024-07-25,part of MGNREGA initiative,no,yes,no
1432,Tripura,Kailashahar,Rampur,pond,Rampur Jal Jeevan Mission Pond 1192,Rohit Behera,2.5,0.263,0.719,0.84,26.500527,86.411145,seasonal,2024-06-23,part of Jal Jeevan Mission initiative,yes,no,no
1433,Odisha,Rourkela,Rampur,well,Rampur DAJGUA Well 1193,Deepak Mishra,3.22,0.495,0.419,0.75,24.256662,85.158168,seasonal,2024-12-25,part of DAJGUA initiative,no,no,yes
1434,Telangana,Hyderabad,Kamlapur,checkdam,Kamlapur Jal Jeevan Mission Checkdam 1194,Rohit Sharma,4.44,0.323,0.438,0.82,26.935402,87.856483,seasonal,2024-08-20,part of Jal Jeevan Mission initiative,yes,no,no
1435,Odisha,Cuttack,Kalyanpur,checkdam,Kalyanpur DAJGUA Checkdam 1195,Neha Verma,2.22,0.096,0.621,0.83,24.847966,81.531776,seasonal,2024-03-18,part of DAJGUA initiative,no,no,yes
1436,Tripura,Dharmanagar,Kamlapur,forest,Kamlapur MGNREGA Forest 1196,Manoj Patel,2.67,0.089,0.131,0.71,23.590046,81.094595,active,2025-03-28,part of MGNREGA initiative,no,yes,no
1437,Odisha,Balasore,Gandhinagar,pond,Gandhinagar MGNREGA Pond 1197,Saurabh Tiwari,1.66,0.199,0.257,0.84,22.645162,86.277713,under construction,2024-12-02,part of MGNREGA initiative,no,yes,no
1438,Odisha,Balasore,Dharampur,checkdam,Dharampur DAJGUA Checkdam 1198,Rohit Mishra,4.31,0.484,0.651,0.92,21.459028,79.33331,good,2024-06-12,part of DAJGUA initiative,no,no,yes
1439,Tripura,Dharmanagar,Bela,checkdam,Bela DAJGUA Checkdam 1199,Ramesh Mishra,0.49,0.319,0.285,0.89,25.312948,78.062202,seasonal,2024-11-13,part of DAJGUA initiative,no,no,yes
1440,Tripura,Kailashahar,Rampur,checkdam,Rampur DAJGUA Checkdam 1200,Rohit Das,4.95,0.68,0.461,0.78,18.189494,87.489623,seasonal,2025-08-24,part of DAJGUA initiative,no,no,yes
1441,Telangana,Warangal,Kamlapur,checkdam,Kamlapur Jal Jeevan Mission Checkdam 1201,Savita Rao,2.13,0.421,0.02,0.81,21.642334,78.024893,good,2025-08-01,part of Jal Jeevan Mission initiative,yes,no,no
1442,Madhya Pradesh,Satna,Chandpur,checkdam,Chandpur MGNREGA Checkdam 1202,Sunita Singh,3.64,0.27,0.507,0.78,17.217875,87.426857,seasonal,2024-07-01,part of MGNREGA initiative,no,yes,no
1443,Telangana,Hyderabad,Gandhinagar,forest,Gandhinagar Jal Jeevan Mission Forest 1203,Saurabh Yadav,3.91,0.894,0.087,0.82,21.421909,87.95963,active,2024-04-30,part of Jal Jeevan Mission initiative,yes,no,no
1444,Telangana,Warangal,Dharampur,tank,Dharampur DAJGUA Tank 1204,Sita Behera,1.52,0.747,0.478,0.95,20.954331,78.133969,seasonal,2024-11-10,part of DAJGUA initiative,no,no,yes
1445,Telangana,Warangal,Kalyanpur,pond,Kalyanpur DAJGUA Pond 1205,Anita Tiwari,1.78,0.896,0.535,0.89,26.945445,86.407181,active,2024-11-28,part of DAJGUA initiative,no,no,yes
1446,Telangana,Nizamabad,Pahadi,checkdam,Pahadi Jal Jeevan Mission Checkdam 1206,Mohan Singh,2.45,0.5,0.294,0.88,21.256621,87.549764,seasonal,2024-09-02,part of Jal Jeevan Mission initiative,yes,no,no
1447,Tripura,Kailashahar,Kalyanpur,pond,Kalyanpur DAJGUA Pond 1207,Deepak Verma,1.22,0.394,0.75,0.97,17.254124,79.778093,good,2025-03-11,part of DAJGUA initiative,no,no,yes
1448,Telangana,Warangal,Kalyanpur,forest,Kalyanpur Jal Jeevan Mission Forest 1208,Manoj Naidu,3.58,0.755,0.55,0.77,18.507212,82.016704,under construction,2024-08-14,part of Jal Jeevan Mission initiative,yes,no,no
1449,Odisha,Bhubaneswar,Kalyanpur,farm,Kalyanpur Jal Jeevan Mission Farm 1209,Geeta Verma,0.3,0.672,0.518,0.94,18.866449,85.18419,under construction,2024-12-12,part of Jal Jeevan Mission initiative,yes,no,no
1450,Telangana,Warangal,Sukhi,farm,Sukhi DAJGUA Farm 1210,Savita Verma,3.14,0.743,0.196,0.79,23.8458,86.176964,good,2024-05-22,part of DAJGUA initiative,no,no,yes
1451,Madhya Pradesh,Jabalpur,Gandhinagar,checkdam,Gandhinagar Jal Jeevan Mission Checkdam 1211,Rajesh Patel,1.03,0.523,0.456,0.83,25.831622,87.179009,under construction,2024-08-18,part of Jal Jeevan Mission initiative,yes,no,no
1452,Telangana,Nizamabad,Rampur,pipeline,Rampur DAJGUA Pipeline 1212,Anita Sharma,1.6,0.073,0.39,0.89,21.329326,86.009295,seasonal,2025-04-17,part of DAJGUA initiative,no,no,yes
1453,Odisha,Rourkela,Kalyanpur,forest,Kalyanpur DAJGUA Forest 1213,Geeta Behera,1.55,0.486,0.636,0.76,18.600732,85.928498,good,2024-04-22,part of DAJGUA initiative,no,no,yes
1454,Tripura,Agartala,Dharampur,checkdam,Dharampur MGNREGA Checkdam 1214,Sunita Mishra,4.84,0.846,0.348,0.96,26.473577,85.111483,active,2024-07-22,part of MGNREGA initiative,no,yes,no
1455,Madhya Pradesh,Bhopal,Kalyanpur,tank,Kalyanpur MGNREGA Tank 1215,Anita Verma,3.14,0.412,0.608,0.71,22.777328,85.942627,seasonal,2024-07-29,part of MGNREGA initiative,no,yes,no
1456,Tripura,Udaipur,Pahadi,pond,Pahadi Jal Jeevan Mission Pond 1216,Pooja Yadav,3.08,0.871,0.273,0.91,21.273582,84.733391,seasonal,2024-10-16,part of Jal Jeevan Mission initiative,yes,no,no
1457,Tripura,Udaipur,Bela,tank,Bela DAJGUA Tank 1217,Rajesh Reddy,2.72,0.771,0.068,0.72,21.558162,85.800264,under construction,2024-03-13,part of DAJGUA initiative,no,no,yes
1458,Tripura,Kailashahar,Dharampur,pipeline,Dharampur Jal Jeevan Mission Pipeline 1218,Neha Verma,2.74,0.789,0.169,0.97,23.382473,80.074268,active,2024-05-29,part of Jal Jeevan Mission initiative,yes,no,no
1459,Odisha,Cuttack,Bela,pipeline,Bela MGNREGA Pipeline 1219,Savita Patel,2.51,0.593,0.389,0.73,23.30507,86.80875,active,2024-12-30,part of MGNREGA initiative,no,yes,no
1460,Madhya Pradesh,Jabalpur,Gandhinagar,well,Gandhinagar Jal Jeevan Mission Well 1220,Kiran Behera,0.41,0.622,0.458,0.76,22.647109,87.593146,active,2024-02-16,part of Jal Jeevan Mission initiative,yes,no,no
1461,Madhya Pradesh,Rewa,Chandpur,checkdam,Chandpur MGNREGA Checkdam 1221,Rohit Verma,3.71,0.823,0.536,0.94,17.465284,85.814332,under construction,2024-08-04,part of MGNREGA initiative,no,yes,no
1462,Tripura,Agartala,Kamlapur,forest,Kamlapur Jal Jeevan Mission Forest 1222,Arun Singh,2.43,0.83,0.706,0.71,24.101581,85.570316,good,2024-07-08,part of Jal Jeevan Mission initiative,yes,no,no
1463,Odisha,Cuttack,Dharampur,checkdam,Dharampur MGNREGA Checkdam 1223,Mohan Tiwari,0.47,0.374,0.788,0.78,19.749134,83.390511,good,2025-04-10,part of MGNREGA initiative,no,yes,no
1464,Tripura,Kailashahar,Sukhi,pipeline,Sukhi MGNREGA Pipeline 1224,Sita Sharma,2.71,0.43,0.282,0.75,17.459359,81.511596,active,2025-02-25,part of MGNREGA initiative,no,yes,no
1465,Odisha,Balasore,Rampur,checkdam,Rampur Jal Jeevan Mission Checkdam 1225,Sunita Patel,0.42,0.551,0.042,0.75,22.208002,79.625443,under construction,2024-09-29,part of Jal Jeevan Mission initiative,yes,no,no
1466,Madhya Pradesh,Rewa,Dharampur,well,Dharampur Jal Jeevan Mission Well 1226,Meera Sharma,1.6,0.64,0.257,0.8,25.468558,80.492847,seasonal,2025-02-25,part of Jal Jeevan Mission initiative,yes,no,no
1467,Tripura,Kailashahar,Rampur,pipeline,Rampur MGNREGA Pipeline 1227,Deepak Mishra,1.68,0.17,0.007,0.78,24.99163,84.187129,good,2024-12-25,part of MGNREGA initiative,no,yes,no
1468,Odisha,Balasore,Bela,forest,Bela MGNREGA Forest 1228,Geeta Behera,4.53,0.206,0.623,0.9,19.024711,84.071171,active,2025-03-20,part of MGNREGA initiative,no,yes,no
1469,Telangana,Nizamabad,Chandpur,pipeline,Chandpur DAJGUA Pipeline 1229,Ajay Mishra,3.52,0.611,0.761,0.88,24.582945,82.89697,good,2024-03-25,part of DAJGUA initiative,no,no,yes
